ID	Source	SOURCE_coord	Dest	DEST_coord  count
1222	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1380
1223	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3728
1224	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	2523
1225	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Yuba City, CA Metro Area	 39.1404477,-121.6169108	2415
1226	Saginaw, MI Metro Area	 43.4200387,-83.9490365	Bay City, MI Metro Area	 28.9827565,-95.969402	1143
1227	Saginaw, MI Metro Area	 43.4200387,-83.9490365	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1066
1228	Salem, OR Metro Area	 44.9391565,-123.033121	Albany, OR Metro Area	 44.6365071,-123.1059324	1470
1229	Salem, OR Metro Area	 44.9391565,-123.033121	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	7070
1230	Salinas, CA Metro Area	 36.6744117,-121.6550372	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1394
1231	Salinas, CA Metro Area	 36.6744117,-121.6550372	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1232
1232	Salinas, CA Metro Area	 36.6744117,-121.6550372	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	1756
1233	Salinas, CA Metro Area	 36.6744117,-121.6550372	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	1160
1234	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	2144
1235	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	Dover, DE Metro Area	 39.158168,-75.5243682	1574
1236	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	1917
1237	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1140
1238	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	1090
1239	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Logan, UT-ID Metro Area	 41.7313447,-111.8348631	1253
1240	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	7035
1241	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1920
1242	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	8273
1243	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	St. George, UT Metro Area	 37.104153,-113.5841313	1447
1244	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	9484
1245	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	College Station-Bryan, TX Metro Area	 30.6253463,-96.3271538	2361
1246	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	1051
1247	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Corpus Christi, TX Metro Area	 27.8002542,-97.3955744	3285
1248	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	6935
1249	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	6741
1250	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	1403
1251	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Lubbock, TX Metro Area	 33.5778631,-101.8551665	1348
1252	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1002
1253	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1752
1254	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1133
1255	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Bakersfield, CA Metro Area	 35.3738712,-119.0194639	1353
1256	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	1127
1257	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1212
1258	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Bremerton-Silverdale, WA Metro Area	 47.5653663,-122.6246836	1815
1259	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	2827
1260	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2347
1261	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1531
1262	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	El Centro, CA Metro Area	 32.7920,-115.5631	1160
1263	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1923
1264	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2071
1265	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Jacksonville, NC Metro Area	 34.7494749,-77.4208221	1124
1266	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2998
1267	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	15903
1268	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2223
1269	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	1325
1270	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	3926
1271	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1704
1272	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	22027
1273	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	2555
1274	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1055
1275	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	6005
1276	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2504
1277	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	1035
1278	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	1284
1279	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	2916
1280	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	2696
1281	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	3967
1282	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Yuma, AZ Metro Area	 32.6926588,-114.6276157	1066
1283	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1533
1284	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1379
1285	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	2610
1286	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1951
1287	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Chico, CA Metro Area	 39.7285,-121.8375	1686
1288	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2212
1289	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1845
1290	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Fresno, CA Metro Area	 36.7295295,-119.708861260756	2097
1291	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1138
1292	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1592
1293	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2068
1294	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	14613
1295	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Merced, CA Metro Area	 37.3029568,-120.4843269	1337
1296	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Modesto, CA Metro Area	 37.6390972,-120.9968782	2914
1297	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Napa, CA Metro Area	 38.2975,-122.2869	1090
1298	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	5951
1299	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2078
1300	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	2532
1301	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Reno, NV Metro Area	 39.52927,-119.8136744	1660
1302	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	2537
1303	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	12836
1304	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Salinas, CA Metro Area	 36.6744117,-121.6550372	1356
1305	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3934
1306	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	18504
1307	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	1356
1308	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	2635
1309	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	2388
1310	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Rosa, CA Metro Area	 38.4404,-122.7141	5594
1311	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4631
1312	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	8505
1313	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	7176
1314	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	2950
1315	San Germán, PR Metro Area	 18.0887911,-67.007989	Mayagüez, PR Metro Area	 17.9390029,-66.9539751	1179
1316	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Fresno, CA Metro Area	 36.7295295,-119.708861260756	1128
1317	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5463
1318	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Merced, CA Metro Area	 37.3029568,-120.4843269	1930
1319	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Modesto, CA Metro Area	 37.6390972,-120.9968782	2302
1320	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1216
1321	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1179
1322	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1222
1323	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	1163
1324	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	4925
1325	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Salinas, CA Metro Area	 36.6744117,-121.6550372	1623
1326	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	1935
1327	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	26128
1328	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	3584
1329	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1674
1330	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3110
1331	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Aguadilla-Isabela, PR Metro Area	 18.44215415,-67.1473105463995	1508
1332	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Arecibo, PR Metro Area	 18.3442249,-66.7526951911433	1207
1333	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1470
1334	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1015
1335	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1517
1336	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Mayagüez, PR Metro Area	 17.9390029,-66.9539751	1139
1337	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2691
1338	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3634
1339	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	7980
1340	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2340
1341	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Ponce, PR Metro Area	 17.9935058,-66.6071120305113	1681
1342	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Springfield, MA Metro Area	 42.1014831,-72.589811	1053
1343	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	2584
1344	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1579
1345	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1578
1346	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	1146
1347	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	1663
1348	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1296
1349	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	Salinas, CA Metro Area	 36.6744117,-121.6550372	1457
1350	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	2253
1351	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2237
1352	Santa Fe, NM Metro Area	 35.6869996,-105.9377997	Albuquerque, NM Metro Area	 35.0841034,-106.6509851	2368
1353	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	3305
1354	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	1820
1355	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1238
1356	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	2009
1357	Santa Rosa, CA Metro Area	 38.4404,-122.7141	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1817
1358	Santa Rosa, CA Metro Area	 38.4404,-122.7141	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	4275
1359	Savannah, GA Metro Area	 32.0809,-81.0912	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2367
1360	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2138
1361	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Anchorage, AK Metro Area	 61.1758781,-149.1107333	1134
1362	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Bellingham, WA Metro Area	 48.7544012,-122.4788361	4058
1363	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Bremerton-Silverdale, WA Metro Area	 47.5653663,-122.6246836	4023
1364	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1538
1365	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	1026
1366	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1330
1367	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1642
1368	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1627
1369	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1220
1370	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Kennewick-Richland, WA Metro Area	 46.2083948,-119.1202072	1580
1371	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	1099
1372	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	1561
1373	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5060
1374	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Mount Vernon-Anacortes, WA Metro Area	 48.4200462,-122.32642	2168
1375	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2057
1376	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Olympia-Tumwater, WA Metro Area	 47.0451022,-122.8950075	6006
1377	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	4951
1378	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	6505
1379	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	1673
1380	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1312
1381	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	2141
1382	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3641
1383	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	1775
1384	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	4307
1385	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1803
1386	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Wenatchee, WA Metro Area	 47.4234599,-120.3103494	1004
1387	Sheboygan, WI Metro Area	 43.7508284,-87.71453	Milwaukee-Waukesha-West Allis, WI Metro Area	 43.0349931,-87.922497	1124
1388	Sherman-Denison, TX Metro Area	 33.6360125,-96.6097889	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2241
1389	Shreveport-Bossier City, LA Metro Area	 32.5221828,-93.7651944	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1830
1390	Shreveport-Bossier City, LA Metro Area	 32.5221828,-93.7651944	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1129
1391	Sierra Vista-Douglas, AZ Metro Area	 31.5455709,-110.2772249	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1416
1392	Sierra Vista-Douglas, AZ Metro Area	 31.5455709,-110.2772249	Tucson, AZ Metro Area	 32.2218917,-110.9262353	1671
1393	South Bend-Mishawaka, IN-MI Metro Area	 41.6833813,-86.2500066	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1609
1394	South Bend-Mishawaka, IN-MI Metro Area	 41.6833813,-86.2500066	Elkhart-Goshen, IN Metro Area	 41.6819935,-85.9766671	1595
1395	South Bend-Mishawaka, IN-MI Metro Area	 41.6833813,-86.2500066	Niles-Benton Harbor, MI Metro Area	 41.8297694,-86.2541768	1121
1396	Spartanburg, SC Metro Area	 34.9498007,-81.9320157	Columbia, SC Metro Area	 34.0007493,-81.0343313	1127
1397	Spartanburg, SC Metro Area	 34.9498007,-81.9320157	Greenville-Anderson-Mauldin, SC Metro Area	 34.851354,-82.3984882	2444
1398	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	Coeur d'Alene, ID Metro Area	 47.6742994,-116.7811531	1108
1399	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1056
