Metro,Degree,Degree Rank,Eigenvector,Eigenvector Rank,Closeness,Closeness Rank,Betweenness,Betweenness Rank,Harmonic,Harmonic Rank
"Modesto, CA Metro Area",0.5607235142118864,194,0.01962297148367279,84,591.977954210458,140,0.0025572023403087384,110,320048.98028295016,110
"Bloomington, IL Metro Area",0.5555555555555556,195,0.008229194407434285,183,625.2934610195017,116,0.0,288,366950.2922244877,73
"Bloomington, IN Metro Area",0.5555555555555556,196,0.008594811824254815,180,575.1871270211565,161,0.0,167,320063.4526861287,109
"Auburn-Opelika, AL Metro Area",0.5503875968992248,197,0.004814364884849546,242,477.6962137516192,234,1.3388493928318003e-05,154,227981.69702796495,217
"Hinesville, GA Metro Area",0.5503875968992248,198,0.004362059462996654,259,442.6504398347273,268,0.0,338,147606.23729490585,334
"Cheyenne, WY Metro Area",0.5503875968992248,199,0.002543786195901269,311,303.103550597691,363,0.0,298,103004.7037262193,372
"Ithaca, NY Metro Area",0.5478036175710594,200,0.01061994057873039,157,566.5928088968723,167,0.0,200,289177.541836329,150
"Utica-Rome, NY Metro Area",0.5478036175710594,201,0.007890506121045693,191,552.2001138395972,179,0.0,263,315293.20889544307,116
"San Angelo, TX Metro Area",0.5452196382428941,202,0.006493114457576582,210,419.9543652343172,288,0.0,321,190348.29191396633,272
"Flagstaff, AZ Metro Area",0.5452196382428941,203,0.01884149645164453,91,684.6299717464728,73,0.0,302,366165.34690197575,74
"Warner Robins, GA Metro Area",0.5426356589147288,204,0.0044891001247300425,257,598.7117962927691,131,0.0,343,241937.08837834938,199
"Spartanburg, SC Metro Area",0.5400516795865633,205,0.004547578644486087,252,429.69811540511273,277,0.0,177,240244.02115585055,202
"Evansville, IN-KY Metro Area",0.5400516795865633,206,0.0030898504167831747,290,482.67939191234433,228,5.355397571327201e-05,132,185657.33910645984,281
"Lafayette, LA Metro Area",0.5348837209302326,207,0.006536394974509636,207,512.8606605405776,211,1.3388493928318003e-05,150,192259.5219100398,268
"Hagerstown-Martinsburg, MD-WV Metro Area",0.5322997416020672,208,0.013765311996662855,127,691.0867254037045,69,0.0,368,387605.8181924419,56
"Rapid City, SD Metro Area",0.5322997416020672,209,0.0027057426073838083,304,226.81348825333043,383,0.0,171,89858.83360977507,380
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",0.5322997416020672,210,0.03578363965715305,44,592.7058755291582,139,0.0,292,351728.09092741716,82
"Sioux Falls, SD Metro Area",0.5297157622739018,211,0.0025353912126205806,312,382.0246584005196,313,0.0025371195994162614,114,122204.46489953567,356
"Waco, TX Metro Area",0.5297157622739018,212,0.013263113540209178,137,594.5301143985902,137,0.0,265,323599.92788227054,106
"Cedar Rapids, IA Metro Area",0.5271317829457365,213,0.0032703569076501238,284,359.8397112683086,329,0.0025438138463804204,113,195455.69078033254,265
"Santa Fe, NM Metro Area",0.5271317829457365,214,0.005283672132897523,235,472.55276360346903,241,0.0,217,168837.20653095955,309
"Fort Smith, AR-OK Metro Area",0.5271317829457365,215,0.0031169243806808177,288,351.7527304075155,334,0.0,232,150564.19554406294,331
"Green Bay, WI Metro Area",0.524547803617571,216,0.0036349346047515087,274,463.80002498948573,252,0.00023429864374556505,122,171396.62149885666,302
"Valdosta, GA Metro Area",0.524547803617571,217,0.004535182112222209,254,577.6926720031361,157,0.0,342,184498.58066491637,283
"Fargo, ND-MN Metro Area",0.5219638242894057,218,0.004811390262840628,243,542.7541185590063,186,0.002583979328165375,101,270591.8751367946,171
"Punta Gorda, FL Metro Area",0.5219638242894057,219,0.00752517599864753,196,515.4254714155273,209,0.0,257,228420.20079753772,215
"Rochester, MN Metro Area",0.5193798449612403,220,0.0037501573422166192,269,576.4670509751446,159,0.0,219,219608.6108232025,229
"Visalia-Porterville, CA Metro Area",0.5193798449612403,221,0.016037966948674164,110,527.6459453915556,202,0.0,234,258702.88404062839,184
"Charleston, WV Metro Area",0.516795865633075,222,0.0022177545883100736,328,267.81841666735727,379,4.0165481784954006e-05,138,99191.85111326224,374
"Binghamton, NY Metro Area",0.516795865633075,223,0.011269603986306049,152,513.7053828617925,210,0.0,258,374258.8881830608,70
"Amarillo, TX Metro Area",0.5142118863049095,224,0.005584752174581644,229,575.9530456554262,160,0.0,294,228983.0284765015,212
"Abilene, TX Metro Area",0.5142118863049095,225,0.008917493158521415,175,550.9093129267006,180,0.0,381,339848.7972338413,89
"Terre Haute, IN Metro Area",0.5116279069767442,226,0.0027339146358622336,303,541.9184277954357,187,0.0,386,245222.32860265818,195
"Daphne-Fairhope-Foley, AL Metro Area",0.5064599483204134,227,0.003331468451273462,279,335.7172384986308,343,0.0024300116479897176,115,141988.3059778859,340
"Billings, MT Metro Area",0.5064599483204134,228,0.0036915875804260233,272,268.27791978894174,378,0.0,239,93707.37035514016,377
"Grand Junction, CO Metro Area",0.5012919896640827,229,0.005657117746826306,227,416.5276505444264,291,0.0,210,241468.3809959489,200
"Sebastian-Vero Beach, FL Metro Area",0.4935400516795866,230,0.006057107544957637,221,401.5639616688203,301,0.0,176,226491.91531173972,220
"Lawrence, KS Metro Area",0.48837209302325585,231,0.004654464664119261,249,544.4895882036444,183,0.0,307,231490.79951962264,210
"Grand Forks, ND-MN Metro Area",0.48837209302325585,232,0.0026433972602188513,308,373.0630599745275,319,0.0,196,216569.94895779496,231
"Redding, CA Metro Area",0.48578811369509045,233,0.008780187584086429,177,367.260918616323,323,0.0,320,144041.30807047358,339
"Santa Cruz-Watsonville, CA Metro Area",0.4832041343669251,234,0.02623548846115326,63,640.824564820834,105,0.0,290,321233.8274032802,108
"Bellingham, WA Metro Area",0.4832041343669251,235,0.009324093101694996,167,643.7554096207541,102,0.0,237,329919.6018768654,96
"Dothan, AL Metro Area",0.4806201550387597,236,0.0014112903776926902,369,294.4290542212221,370,0.0,334,58020.428617339065,388
"Kennewick-Richland, WA Metro Area",0.4780361757105943,237,0.006298886497879262,213,541.6470761742984,188,6.6942469641590015e-06,156,236982.94376274812,208
"Medford, OR Metro Area",0.4728682170542636,238,0.007077140518939223,201,486.69963591593114,224,0.00516795865633075,69,187797.5331065131,278
"Dover, DE Metro Area",0.4728682170542636,239,0.008263002671700664,182,729.8879505407272,56,0.0,189,328991.2046104601,97
"Niles-Benton Harbor, MI Metro Area",0.4728682170542636,240,0.002645131781546107,307,384.30739488218194,312,0.0,158,156761.75291496216,320
"Longview, TX Metro Area",0.47028423772609823,241,0.00842071166800404,181,487.0315614115633,223,0.0,309,299931.19557288894,139
"Tyler, TX Metro Area",0.47028423772609823,242,0.01030050844669551,161,579.483788377844,153,0.0,262,323246.7804826082,107
"Springfield, IL Metro Area",0.47028423772609823,243,0.004901290354199397,239,523.4647400385511,204,0.0,178,246519.8785298594,194
"Macon, GA Metro Area",0.47028423772609823,244,0.004778932182028615,244,653.7396039062658,93,0.0,340,294032.75870843703,145
"Homosassa Springs, FL Metro Area",0.4625322997416021,245,0.004696948511544194,248,480.3676972787305,230,0.0,369,242369.37961508217,197
"Missoula, MT Metro Area",0.4599483204134367,246,0.0033438069395890337,278,241.55732513431377,382,0.00382241501653479,85,120731.9553810815,358
"Topeka, KS Metro Area",0.4599483204134367,247,0.0024373522204565487,317,460.84720505198584,254,0.0,206,168199.06550326262,311
"Ames, IA Metro Area",0.4599483204134367,248,0.0030027248015497897,291,338.69008384561147,342,9.371945749822602e-05,125,191100.2286985577,270
"The Villages, FL Metro Area",0.45736434108527135,249,0.005488937097250221,231,319.66407789437517,346,0.0,207,199460.75167411374,259
"Battle Creek, MI Metro Area",0.4470284237726098,250,0.0015374761563750929,365,360.3349541914285,326,0.0,247,156194.3108781919,322
"Yuba City, CA Metro Area",0.4470284237726098,251,0.006779796332500018,202,588.7813697737888,144,0.0,235,277558.9909382126,165
"Las Cruces, NM Metro Area",0.4444444444444445,252,0.005670842386441245,226,467.49014935745333,247,6.0248222677431016e-05,130,168610.06489502947,310
"Kahului-Wailuku-Lahaina, HI Metro Area",0.4444444444444445,253,0.005102007530876531,237,408.2163911472777,297,0.0,192,154565.5176825886,326
"Johnson City, TN Metro Area",0.43927648578811374,254,0.001964676658923502,346,342.29040692987877,339,0.004940354259549343,83,144423.48881981225,338
"Carbondale-Marion, IL Metro Area",0.43927648578811374,255,0.004302903468589922,260,473.57686494927634,240,0.0,360,296805.34228488035,143
"Waterloo-Cedar Falls, IA Metro Area",0.4315245478036176,256,0.0016394168250652567,358,309.3298147118098,359,0.0,216,122016.79322621493,357
"Goldsboro, NC Metro Area",0.4315245478036176,257,0.002810733180025606,302,334.92130930661534,344,0.0,336,197268.24161548956,262
"Chico, CA Metro Area",0.4289405684754522,258,0.01524103232518446,116,556.4812279677017,173,0.0,347,254546.61758347612,188
"Corvallis, OR Metro Area",0.42377260981912146,259,0.006057835831026157,220,550.1860653776482,181,0.0,361,271667.4235848127,168
"Greenville, NC Metro Area",0.4211886304909561,260,0.005298075505474795,233,426.3123721914318,280,2.6776987856636006e-05,142,228322.2559512597,216
"Logan, UT-ID Metro Area",0.4211886304909561,261,0.004718122229314324,247,415.4887287286931,293,0.0,162,182229.08148381527,286
"Brownsville-Harlingen, TX Metro Area",0.4186046511627907,262,0.004895938718188284,240,501.2522866559538,217,0.0,296,213534.7318274073,234
"Pueblo, CO Metro Area",0.4186046511627907,263,0.003997622937092938,264,468.1085473014813,244,0.0,228,210069.8139168986,238
"Joplin, MO Metro Area",0.4160206718346253,264,0.0023716230338100496,320,359.42509115635136,330,0.0,305,129680.51260566345,352
"Weirton-Steubenville, WV-OH Metro Area",0.4160206718346253,265,0.002009298252128221,339,315.1017666636183,354,0.0,356,152459.52393755724,329
"Bend-Redmond, OR Metro Area",0.4160206718346253,266,0.006132869484581456,217,459.2089773573887,256,0.0,345,231101.58194997176,211
"Kingston, NY Metro Area",0.4160206718346253,267,0.011667214507524072,149,767.9530038125629,40,0.0,182,392276.4103982394,52
"Bismarck, ND Metro Area",0.4108527131782946,268,0.0020402015837282044,337,360.9297179401773,325,0.0,287,116428.88197350393,362
"Burlington, NC Metro Area",0.4108527131782946,269,0.0034749313609190335,276,425.0812664105719,283,0.0,246,196234.04535937498,263
"Johnstown, PA Metro Area",0.4108527131782946,270,0.0018772361094427834,349,434.0561023420567,274,0.0,370,199458.2389068778,260
"Coeur d'Alene, ID Metro Area",0.40826873385012924,271,0.006771802136228641,203,445.6357959492707,266,0.007678301267890375,58,177749.26795095942,292
"Jackson, TN Metro Area",0.40826873385012924,272,0.0016447141560090358,357,379.5792056974928,315,0.0,198,139879.02536554277,341
"Winchester, VA-WV Metro Area",0.40826873385012924,273,0.0047653643694395365,245,581.3497601850154,151,0.0,355,262818.0986216615,179
"Bangor, ME Metro Area",0.40568475452196384,274,0.0026993975287347752,305,436.2495409730222,272,0.0,214,202318.0085674661,251
"Florence, SC Metro Area",0.4005167958656331,275,0.0026268720738103044,309,369.9597600566386,321,0.0,335,122375.17694527814,355
"Bowling Green, KY Metro Area",0.4005167958656331,276,0.002863773777782416,297,318.51970243600107,348,4.0165481784954006e-05,139,193096.85602506786,267
"La Crosse-Onalaska, WI-MN Metro Area",0.4005167958656331,277,0.00197271683363194,343,395.92812566509707,305,0.0,169,160930.46988271122,318
"Saginaw, MI Metro Area",0.3979328165374677,278,0.0023130744945511887,324,450.9922462884704,262,0.002583979328165375,98,205767.48227990017,241
"Gainesville, GA Metro Area",0.3979328165374677,279,0.009222935341566985,170,726.235364062823,58,0.0,303,359679.00656609784,77
"Sumter, SC Metro Area",0.3979328165374677,280,0.0024671293519706503,313,385.462493979842,310,0.0,208,129698.85115723338,351
"Great Falls, MT Metro Area",0.3979328165374677,281,0.00197097644671252,344,177.42059693713978,387,0.0,212,60197.821597255315,387
"Atlantic City-Hammonton, NJ Metro Area",0.39534883720930236,282,0.011018438229840954,154,724.0312293964339,62,0.0,324,327158.03966626665,101
"Janesville-Beloit, WI Metro Area",0.39534883720930236,283,0.0033066353469027145,280,412.43461756201117,295,0.0,254,185411.20633877255,282
"Barnstable Town, MA Metro Area",0.39534883720930236,284,0.00769162124655601,193,743.791512707074,49,0.0,271,308080.36375037115,126
"Harrisonburg, VA Metro Area",0.39534883720930236,285,0.008729666739529384,178,529.9267053677811,199,0.002583979328165375,100,315905.701973887,115
"Elkhart-Goshen, IN Metro Area",0.39276485788113696,286,0.0020411022659942105,336,462.4072914743388,253,0.0,348,176837.2630378412,295
"Albany, GA Metro Area",0.39276485788113696,287,0.004514169220778324,255,465.41840677470134,249,0.0,327,267783.69345379656,175
"Muncie, IN Metro Area",0.39018087855297157,288,0.002866577631584865,296,582.9187468542517,150,0.0,377,301451.06131022656,137
"Hanford-Corcoran, CA Metro Area",0.39018087855297157,289,0.016837251264599305,105,537.2705346732155,191,0.0,184,270995.6108912038,170
"Muskegon, MI Metro Area",0.3875968992248062,290,0.0015201436145894228,367,490.19675657353724,221,0.0,242,220552.11015463882,226
"Cleveland, TN Metro Area",0.3875968992248062,291,0.002177411413614253,330,311.9260418599117,356,0.0,256,145817.84519574576,336
"Mount Vernon-Anacortes, WA Metro Area",0.3875968992248062,292,0.0055510621729895375,230,590.92121855438,141,0.0,225,269430.44394038455,172
"Midland, TX Metro Area",0.3850129198966408,293,0.007561443990230484,195,413.22551969969305,294,0.0,313,227807.58735286375,218
"Oshkosh-Neenah, WI Metro Area",0.3850129198966408,294,0.0018428611684122179,352,385.4481286899614,311,0.004906883024728548,84,221511.05267168503,224
"Hattiesburg, MS Metro Area",0.3824289405684755,295,0.0020418021919171424,335,325.29449019421713,345,0.0,337,136527.3646987231,346
"Napa, CA Metro Area",0.3798449612403101,296,0.008143626358477214,185,569.3699909378184,166,0.0,226,204955.79543003681,246
"St. George, UT Metro Area",0.3798449612403101,297,0.009106675371381786,171,434.43350100814405,273,2.6776987856636006e-05,143,200697.50556523362,257
"Brunswick, GA Metro Area",0.37726098191214474,298,0.003158369550868416,286,351.6842577336579,335,0.0,331,212574.05555707554,235
"Yakima, WA Metro Area",0.37726098191214474,299,0.004601955519095319,251,577.4383378929001,158,0.0,354,165041.30020190123,314
"Texarkana, TX-AR Metro Area",0.37467700258397935,300,0.003273480232592964,283,367.8008511513209,322,0.0,387,155351.2072204006,324
"Ponce, PR Metro Area",0.37209302325581395,301,0.0024001674348253857,318,537.0184200098996,192,0.0,276,195685.39766594925,264
"Merced, CA Metro Area",0.37209302325581395,302,0.017511480703011367,100,468.0751595007745,245,0.0,238,260156.42893976707,180
"Jefferson City, MO Metro Area",0.37209302325581395,303,0.0019917594871175044,342,375.74259197613037,317,0.0,204,201200.72960475157,254
"St. Cloud, MN Metro Area",0.37209302325581395,304,0.005856987935372311,225,644.6185726700487,100,0.0,168,327111.202828904,102
"Racine, WI Metro Area",0.3695090439276486,305,0.004186830866840793,263,623.009963340568,120,0.0,220,278092.88929651346,162
"Appleton, WI Metro Area",0.3695090439276486,306,0.0017342395450941396,356,339.74190507982166,340,1.3388493928318003e-05,151,187075.88842243838,279
"Williamsport, PA Metro Area",0.3695090439276486,307,0.0017470182684390303,355,275.8916470566734,376,0.0,244,110954.86214653184,369
"Jackson, MI Metro Area",0.3669250645994832,308,0.0023736572794445404,319,467.9582229008826,246,0.0,201,225330.30301129472,221
"Sioux City, IA-NE-SD Metro Area",0.36434108527131787,309,0.001601332294606801,361,264.09343866873337,380,4.0165481784954006e-05,137,92168.8269336309,379
"Lake Charles, LA Metro Area",0.36175710594315247,310,0.0042422750295369165,261,459.0571881436496,257,0.0,306,165207.30784620106,313
"Sebring, FL Metro Area",0.36175710594315247,311,0.0035853057740012936,275,357.70036947124896,331,0.0,341,177183.36963095292,294
"Idaho Falls, ID Metro Area",0.36175710594315247,312,0.0032841790823773713,282,310.29980621328883,358,0.0,231,115932.68134722274,363
"Beckley, WV Metro Area",0.35658914728682173,313,0.0020012012745450605,341,214.75944434418457,385,0.0,344,66785.68040431816,385
"Springfield, OH Metro Area",0.351421188630491,314,0.0024645010797429727,315,453.5745372323358,260,0.0,385,167848.23329361115,312
"Lima, OH Metro Area",0.351421188630491,315,0.0013513486934298544,371,315.39320366471605,352,0.0,372,79036.51552686654,384
"Morristown, TN Metro Area",0.3488372093023256,316,0.001968996635260587,345,362.1082381190311,324,0.0,249,157595.93983104653,319
"Ocean City, NJ Metro Area",0.3488372093023256,317,0.003812760199716144,266,464.2269690752631,251,0.0,183,237868.34709715258,205
"Wheeling, WV-OH Metro Area",0.3488372093023256,318,0.0012913278093455768,372,344.89695916682143,338,0.0,325,115249.91027913563,364
"Chambersburg-Waynesboro, PA Metro Area",0.3488372093023256,319,0.0034406044652605344,277,448.649288698946,263,0.0,173,169781.6582584429,306
"California-Lexington Park, MD Metro Area",0.34625322997416025,320,0.00750403890578585,197,557.8825520773654,171,0.0,357,310160.22736362735,122
"East Stroudsburg, PA Metro Area",0.34366925064599485,321,0.007992322015175359,189,611.5670712148639,125,0.0,159,324949.8580361767,105
"Monroe, MI Metro Area",0.3385012919896641,322,0.0020503059167343092,333,536.4851150296005,194,8.033096356990801e-05,126,240565.03664747492,201
"Lebanon, PA Metro Area",0.3385012919896641,323,0.00186598888884449,350,389.70757509015374,307,0.0,273,201446.3870864143,252
"Pittsfield, MA Metro Area",0.33333333333333337,324,0.0037478279942632455,270,444.40453219917254,267,0.0,170,189458.62253192608,275
"Alexandria, LA Metro Area",0.3281653746770026,325,0.001615709294642434,359,300.80444279514234,366,0.0,326,88267.328343372,381
"Monroe, LA Metro Area",0.3281653746770026,326,0.0022148421181512113,329,295.1516595306833,369,0.0,314,149359.36464056716,333
"Dubuque, IA Metro Area",0.3281653746770026,327,0.0020598226219064103,332,288.3036203393856,374,0.0,223,163891.0452625717,315
"Midland, MI Metro Area",0.32558139534883723,328,0.0014482554951356149,368,318.7401604706037,347,0.0,376,120431.85190633118,359
"Decatur, IL Metro Area",0.32558139534883723,329,0.002042557531200583,334,303.3906039304116,362,0.0,362,180176.47980038286,290
"Mankato-North Mankato, MN Metro Area",0.32558139534883723,330,0.002313624063590704,323,574.2354872029222,162,0.0,374,274691.2895118287,166
"Eau Claire, WI Metro Area",0.32299741602067183,331,0.0015241927360540761,366,428.6458488531925,279,0.0,221,200856.4404743213,255
"Anniston-Oxford-Jacksonville, AL Metro Area",0.32299741602067183,332,0.0028600875966998457,299,291.4149977117767,372,0.0,328,204274.982707561,247
"Sheboygan, WI Metro Area",0.3204134366925065,333,0.001098660382278503,378,452.41141373151567,261,0.0,280,176787.52781819933,296
"Farmington, NM Metro Area",0.3178294573643411,334,0.0022431330638786984,327,399.29199101113386,302,0.0,252,117451.39926779791,361
"Rocky Mount, NC Metro Area",0.3178294573643411,335,0.002312268693724941,325,373.58413837035204,318,0.0,203,147009.0563289778,335
"Staunton-Waynesboro, VA Metro Area",0.3152454780361757,336,0.0021327317783649317,331,296.9177471813783,367,0.0,164,154812.77257669313,325
"St. Joseph, MO-KS Metro Area",0.31266149870801035,337,0.0020371357129952347,338,446.3593554882002,265,0.0,388,221107.57449713317,225
"Jonesboro, AR Metro Area",0.31007751937984496,338,0.0011650156989810995,377,282.31723911097805,375,0.0,181,133715.85819403455,347
"Glens Falls, NY Metro Area",0.31007751937984496,339,0.0032964714667723907,281,585.3856111116597,147,0.0,194,247004.20537413168,192
"Wausau, WI Metro Area",0.3074935400516796,340,0.002338711861786321,322,301.44168154964933,365,0.0,215,131795.76646598513,349
"Pocatello, ID Metro Area",0.3074935400516796,341,0.0018394027575102123,353,313.9830264205703,355,0.0,236,138462.57843878955,344
"Laredo, TX Metro Area",0.3074935400516796,342,0.0031079396437673017,289,505.8882478367648,215,0.0,191,133245.49535462263,348
"Kankakee, IL Metro Area",0.3074935400516796,343,0.0037672717409460888,268,598.0237975859243,133,0.0,243,299472.06087994884,141
"Casper, WY Metro Area",0.3049095607235142,344,0.001545616354405944,364,291.7314286657235,371,0.0,179,64500.62693747575,386
"Florence-Muscle Shoals, AL Metro Area",0.3023255813953489,345,0.0012786204249848592,373,290.551900380699,373,0.0,366,151586.06366814277,330
"Gettysburg, PA Metro Area",0.2997416020671835,346,0.002656093937445558,306,459.37776487819184,255,0.0,185,173926.85452851278,298
"Bloomsburg-Berwick, PA Metro Area",0.2997416020671835,347,0.0029194624155492598,293,380.8061186873165,314,0.0,322,201369.9350353619,253
"Altoona, PA Metro Area",0.2997416020671835,348,0.0019124930057948066,348,315.31523989860244,353,0.0,283,117591.28257248462,360
"Decatur, AL Metro Area",0.2971576227390181,349,0.001856785327987899,351,318.03040427270537,349,0.0,175,138612.03314360222,343
"Sherman-Denison, TX Metro Area",0.2971576227390181,350,0.006696808781368734,205,589.316943970919,143,0.0,259,313647.334786883,119
"Elmira, NY Metro Area",0.2971576227390181,351,0.001830751671746449,354,248.05029801915674,381,0.0,193,106229.5147736835,370
"Aguadilla-Isabela, PR Metro Area",0.29457364341085274,352,0.002918622597210872,294,484.0383316578937,226,0.0,269,190207.26444152056,273
"Columbus, IN Metro Area",0.29457364341085274,353,0.003144954404368151,287,477.0733337036552,236,0.0,202,181773.66033169883,287
"Lewiston-Auburn, ME Metro Area",0.29457364341085274,354,0.001397769381528145,370,505.61976936586603,216,0.0,161,200122.40371046917,258
"Odessa, TX Metro Area",0.29198966408268734,355,0.00528527021714522,234,477.30276071310993,235,1.3388493928318003e-05,147,180486.27992148747,289
"Hot Springs, AR Metro Area",0.2868217054263566,356,0.002879624515444673,295,359.8768799655197,328,0.0,199,111100.03857910653,368
"Dalton, GA Metro Area",0.2868217054263566,357,0.002002672715042656,340,385.78688444193983,309,0.0,333,169776.20172189217,307
"Rome, GA Metro Area",0.2868217054263566,358,0.002819799319530968,300,599.0903085575353,130,0.0,248,259864.74419538846,181
"Michigan City-La Porte, IN Metro Area",0.2868217054263566,359,0.004614384270301447,250,485.486477321267,225,0.0,163,313549.78510553116,120
"Albany, OR Metro Area",0.2842377260981912,360,0.0024654511015912923,314,489.94150006966447,222,0.0,282,198752.68435932248,261
"Grants Pass, OR Metro Area",0.28165374677002586,361,0.0037025164317017576,271,356.1996136652002,332,0.0,350,102263.40911738052,373
"Cape Girardeau, MO-IL Metro Area",0.28165374677002586,362,0.0016010536764289253,362,371.2367298752359,320,0.0,332,224888.68845274785,222
"Wenatchee, WA Metro Area",0.27906976744186046,363,0.0023447468042649333,321,431.98695680427113,276,0.0,188,189919.74225256874,274
"Mansfield, OH Metro Area",0.2764857881136951,364,0.001252198370328864,374,388.1070180820722,308,0.0,375,171052.86171697636,304
"El Centro, CA Metro Area",0.2764857881136951,365,0.01267160907593695,140,585.0473745002377,148,0.0,211,210450.18676426812,237
"Parkersburg-Vienna, WV Metro Area",0.2739018087855297,366,0.001244592054337621,375,203.03642059371563,386,0.0,380,92250.78207759176,378
"Houma-Thibodaux, LA Metro Area",0.268733850129199,367,0.0016039203065800086,360,396.9470132046251,304,0.0,339,177474.4420862025,293
"Madera, CA Metro Area",0.268733850129199,368,0.014331453875149844,123,655.8870796602567,89,0.0,222,259654.4602066272,183
"Cumberland, MD-WV Metro Area",0.2661498708010336,369,0.002862292335834957,298,458.2429814214103,258,0.0,186,182448.27877028464,285
"Fond du Lac, WI Metro Area",0.26356589147286824,370,0.0009207621661244228,382,436.70779085897163,271,0.0,253,139601.95431212906,342
"Longview, WA Metro Area",0.26098191214470284,371,0.002613612494706656,310,525.5788207970007,203,0.0,373,219770.82831652986,227
"Walla Walla, WA Metro Area",0.26098191214470284,372,0.002817093248112105,301,316.39033067612445,351,0.0,266,186986.83558689448,280
"Carson City, NV Metro Area",0.26098191214470284,373,0.004535460235441739,253,317.45630078475637,350,0.0,241,169418.50837328975,308
"Vineland-Bridgeton, NJ Metro Area",0.2558139534883721,374,0.007909681473821348,190,642.1713712528574,103,0.0,281,299498.7484100856,140
"Victoria, TX Metro Area",0.2532299741602067,375,0.002310517090516239,326,499.4726952395249,218,0.0,264,130893.04825353588,350
"Owensboro, KY Metro Area",0.25064599483204136,376,0.0009362597017870969,381,222.616754248587,384,0.0,229,82838.80578066938,382
"Danville, IL Metro Area",0.25064599483204136,377,0.0010804579973665367,379,310.7914989239806,357,0.0,224,128110.52855443972,353
"Grand Island, NE Metro Area",0.24806201550387597,378,0.0015951874371060225,363,274.359216759723,377,0.0,367,111276.68663589591,367
"Pine Bluff, AR Metro Area",0.2454780361757106,379,0.0009390321579347232,380,348.42154351440325,337,0.0,353,104098.57129575574,371
"Bay City, MI Metro Area",0.24031007751937986,380,0.0005463232517477702,387,302.76973494932076,364,0.0,330,137987.80989743565,345
"Lewiston, ID-WA Metro Area",0.22222222222222224,381,0.0012317527128693736,376,147.27261825355447,388,0.0,251,81237.2506799932,383
"Gadsden, AL Metro Area",0.22222222222222224,382,0.0008165079549749484,383,349.9792692150484,336,0.0,166,149610.15743360255,332
"Hammond, LA Metro Area",0.21705426356589147,383,0.0024491449084686925,316,419.7813400833985,289,0.0,250,239923.07219191515,203
"Kokomo, IN Metro Area",0.19896640826873385,384,0.001943488908356899,347,355.64761089514667,333,0.0,218,172728.60598612673,301
"Arecibo, PR Metro Area",0.19896640826873385,385,0.0006094154264816953,386,471.44993393121473,242,0.0,270,173462.96046484803,299
"Mayagüez, PR Metro Area",0.18087855297157623,386,0.0007748685327884787,384,308.4439919566267,360,0.0,275,170700.52754299645,305
"San Germán, PR Metro Area",0.16279069767441862,387,0.0005420273878285356,388,379.5029651495914,316,0.0,279,95067.11743936311,376
"Guayama, PR Metro Area",0.1343669250645995,388,0.0006303649751085287,385,423.4122824004777,286,0.0,272,115025.02388446595,365
